id,age,household_income,weight,height,children,happiness,fitness,food_expenses,alcohol_expenses,tattoos,rhine_swimming,data_use,consultations,anual_hiking_hours,sex,education,confession,fasnacht_active,eye_correction
bas_IBESJ,52.8,7700,74.8,155.8,2,9,8,574,21,1,4,73,4,52,female,apprenticeship,evangelical-reformed,no,no
bas_TQGLX,29.4,9100,82.6,170.8,3,9,8,537,31,4,3,73,4,86,male,SEK_III,confessionless,no,yes
bas_JTMMR,29.4,6600,61.7,144.2,3,5,3,513,30,0,2,58,4,35,female,SEK_III,evangelical-reformed,no,yes
bas_ZGRBD,48.4,5400,59.3,161.9,2,7,7,425,24,0,9,66,3,69,female,apprenticeship,catholic,no,yes
bas_KABWY,73.6,6100,105.4,172.8,1,7,6,426,40,6,3,90,5,43,male,SEK_III,confessionless,no,yes
bas_ZXKCZ,56,7e3,84.9,168.5,3,9,5,403,61,0,3,92,3,42,male,SEK_III,catholic,yes,no
bas_WOYKZ,29.4,6800,109.9,177.1,1,9,3,416,48,0,4,62,1,86,male,SEK_II,catholic,no,yes
bas_ZGDVY,34.9,9800,67.6,149.5,2,6,7,429,24,0,5,84,6,48,female,apprenticeship,confessionless,no,yes
bas_KVUFI,67,6100,100,192.9,2,7,1,363,0,3,8,58,1,77,male,SEK_III,confessionless,no,no
bas_XGMSY,48.6,5800,56.7,170.2,2,6,5,408,0,0,5,95,5,80,female,SEK_III,evangelical-reformed,no,yes
bas_OWWAJ,30.1,5600,76.3,191.1,1,9,4,467,18,4,8,82,1,54,male,SEK_III,catholic,no,no
bas_CPZUZ,67.8,7700,92.6,203.5,0,6,6,437,29,4,5,99,3,46,male,SEK_III,evangelical-reformed,no,yes
bas_JYNAZ,66.1,6200,79.8,172.7,1,9,5,401,11,0,5,101,1,79,male,apprenticeship,evangelical-reformed,no,yes
bas_NRZNZ,70.2,6200,85.3,182.7,3,8,6,442,17,0,4,84,3,89,male,obligatory_school,evangelical-reformed,no,no
bas_SVBTV,27.1,8700,57.2,161.1,1,6,7,499,21,3,5,108,3,65,female,obligatory_school,catholic,no,yes
bas_YGNUZ,19.3,7300,83.2,158.8,2,8,3,401,21,0,7,95,3,66,male,apprenticeship,confessionless,no,yes
bas_MSSUS,50.2,9600,72,169.2,2,5,2,426,27,0,1,63,8,52,female,SEK_III,confessionless,no,yes
bas_GOWBE,66.1,4100,84,183.3,3,9,5,450,27,10,3,117,2,6,male,apprenticeship,catholic,no,no
bas_RFEXH,20,6700,49.1,154.2,5,8,4,465,30,3,4,110,7,51,female,SEK_III,catholic,no,yes
bas_FJVDV,58.3,6300,65.9,205.7,2,9,8,445,47,0,5,103,3,46,male,apprenticeship,catholic,no,no
bas_TSOVH,66.1,7500,62.2,150.8,1,9,7,508,30,0,1,85,7,63,female,SEK_III,catholic,no,yes
bas_CKDXE,56.1,6e3,66.1,175.2,4,7,7,600,55,7,5,80,2,11,male,SEK_III,confessionless,no,yes
bas_NIPTW,28.5,6700,87.4,180.2,2,7,6,514,28,0,7,80,6,54,male,apprenticeship,confessionless,no,yes
bas_DDODG,55.2,6800,58.6,153.4,1,5,2,471,8,0,5,68,2,38,female,apprenticeship,catholic,no,yes
bas_XHQVQ,43,6500,67.2,165.7,1,9,3,373,34,0,8,62,2,94,male,SEK_III,catholic,no,no
bas_DHRCM,45.6,5100,55.5,162.2,1,8,5,403,44,0,3,105,4,56,female,obligatory_school,catholic,no,yes
bas_SODIL,52.2,6300,66.3,171.3,3,6,2,497,50,8,5,103,5,57,male,SEK_II,evangelical-reformed,no,no
bas_AADEC,19.6,5e3,94.9,177,2,7,2,297,42,2,4,77,0,92,male,SEK_III,confessionless,no,yes
bas_RGCFA,59.9,5800,50.3,174.9,3,9,5,393,30,2,4,86,6,79,female,apprenticeship,catholic,no,yes
bas_CQGPO,27,7800,57.9,178,1,6,7,538,26,1,4,48,5,78,female,SEK_III,evangelical-reformed,no,yes
bas_ZDFVH,25.3,9300,73,200.9,1,5,6,417,29,0,8,68,1,30,male,SEK_III,other,no,yes
bas_KRIIW,66.1,7800,71.6,172.8,3,8,5,442,51,3,8,83,2,48,male,apprenticeship,evangelical-reformed,no,no
bas_DSLIP,32.3,9200,53.6,160.1,1,9,2,342,21,0,7,71,3,87,female,SEK_III,evangelical-reformed,no,yes
bas_XXCML,47.2,6900,61.4,173,3,9,5,327,35,0,4,95,2,72,female,apprenticeship,confessionless,no,yes
bas_BWBRL,67.5,7e3,80.8,152.5,2,9,3,279,11,2,3,113,3,52,female,apprenticeship,evangelical-reformed,no,yes
bas_VLUJD,29.1,8400,67.4,157.5,1,6,3,469,50,8,8,95,5,65,female,apprenticeship,confessionless,no,yes
bas_YYDJP,64.3,7300,84.1,156,1,9,5,373,0,8,4,78,3,48,male,apprenticeship,catholic,no,yes
bas_VPICX,55.4,5800,81.5,187.4,1,9,7,479,30,0,6,115,1,57,male,apprenticeship,catholic,no,yes
bas_PENMB,24.5,8300,82.3,193.9,1,9,6,522,17,0,7,104,1,43,male,SEK_III,muslim,no,yes
bas_FSNQA,70.3,8200,62.1,171.5,1,9,3,465,33,12,0,92,4,107,male,SEK_III,evangelical-reformed,no,yes
bas_GACZX,66.1,6900,101.3,172.1,1,9,5,485,4,3,3,67,0,52,male,SEK_III,confessionless,no,no
bas_HYVAA,66.1,8900,67.3,151.5,2,6,4,348,2,2,5,105,2,39,female,apprenticeship,muslim,no,yes
bas_SCUTU,72.7,6200,72.8,161.2,4,9,2,547,0,0,1,93,5,54,female,apprenticeship,confessionless,no,yes
bas_MKYDU,85.7,7700,96.8,181.6,2,7,6,312,0,0,4,91,5,90,male,apprenticeship,other,no,yes
bas_NWRMV,66.1,8300,80.8,208.9,0,6,7,363,20,0,4,85,2,36,male,SEK_III,catholic,no,yes
bas_MWHDZ,64.8,6800,64.8,166.8,1,8,8,330,34,0,3,73,4,77,female,SEK_III,catholic,no,no
bas_UKSPZ,45.5,8300,70.4,169.2,3,6,7,398,34,0,2,84,5,46,female,apprenticeship,catholic,no,yes
bas_URYGY,50.1,7200,84.5,171.3,2,9,9,465,0,8,8,55,4,66,male,SEK_III,evangelical-reformed,no,yes
bas_LXJFS,40,5800,99.8,169.8,3,8,2,395,31,3,2,73,5,88,male,SEK_III,evangelical-reformed,no,yes
bas_CVEWL,61.9,7600,56.6,164.6,3,10,2,371,14,0,0,71,3,89,female,apprenticeship,catholic,no,no
bas_QTTWK,70.6,6800,53,161.1,1,9,5,307,15,0,1,117,5,109,female,SEK_III,evangelical-reformed,no,yes
bas_FZHJH,38.6,7e3,69.6,183.2,2,6,3,355,28,0,1,94,2,75,male,obligatory_school,evangelical-reformed,no,yes
bas_HXNWZ,42.4,6800,112.7,197,1,6,4,406,10,0,6,81,3,35,male,SEK_III,confessionless,no,no
bas_MDJJT,32.7,7300,57.4,176,2,6,7,418,0,0,5,104,7,63,female,apprenticeship,catholic,no,no
bas_FITTW,66.1,8100,63.4,159,1,5,2,471,31,0,4,107,3,61,female,apprenticeship,confessionless,no,no
bas_TOPRC,73.5,6500,89,176.3,0,6,3,652,41,0,3,95,5,126,male,apprenticeship,catholic,no,no
bas_MDXTB,30.3,7600,71.8,162.4,2,9,4,473,24,0,2,80,9,66,female,apprenticeship,confessionless,no,yes
bas_AHFJR,30.7,6800,45.3,164.5,2,6,7,445,22,2,2,100,7,37,female,SEK_III,confessionless,no,no
bas_QFTTH,24.7,7600,80.2,145.9,1,9,8,402,38,0,3,77,2,83,female,SEK_III,confessionless,no,yes
bas_QXBOD,54.8,7e3,59.2,154.5,2,7,7,608,44,5,0,82,5,74,female,apprenticeship,catholic,no,no
bas_JDJYO,29,5900,48.6,151.5,3,6,7,404,25,0,7,84,5,33,female,obligatory_school,catholic,no,no
bas_YTUKW,42.8,7800,66.3,155.5,0,6,6,363,0,0,6,85,6,102,female,apprenticeship,catholic,no,yes
bas_SLNXW,34.3,6300,60.2,163,2,6,9,409,33,0,5,74,5,83,female,apprenticeship,evangelical-reformed,no,yes
bas_GKLPE,66.8,8100,62.6,158.2,2,7,6,508,29,0,4,97,2,29,female,SEK_III,confessionless,no,no
bas_WDDOD,72.5,9600,63.1,150.5,3,8,4,462,23,0,6,96,4,34,female,apprenticeship,catholic,no,yes
bas_HAJNJ,39.7,9100,57.1,178.8,1,9,4,446,38,2,2,70,4,86,female,apprenticeship,catholic,no,no
bas_UIJFC,23,7800,82.8,186.4,1,7,3,411,0,0,0,58,1,75,male,SEK_III,catholic,no,yes
bas_EOADW,44.4,8100,55.2,172.2,2,9,5,386,29,0,8,82,2,46,female,apprenticeship,evangelical-reformed,no,no
bas_IAOGP,81,5900,66.6,180.6,1,9,2,464,0,1,10,72,0,82,male,SEK_III,muslim,no,no
bas_UEYNF,66.1,8100,74.7,173.5,2,8,9,463,23,0,4,99,2,68,male,apprenticeship,catholic,no,no
bas_ZUOTU,37.8,8400,91.5,177.7,2,9,4,437,85,3,3,120,2,49,male,obligatory_school,catholic,no,no
bas_GKGAP,40.4,6700,65.2,160.2,2,9,7,359,41,0,4,95,4,79,male,SEK_III,evangelical-reformed,no,yes
bas_CVYLX,33.7,6900,63.3,172.6,4,9,5,400,39,0,5,70,9,34,female,apprenticeship,other,no,yes
bas_ZFGGD,28.9,8200,89.5,163.8,1,9,6,495,24,3,3,46,1,46,male,SEK_III,catholic,no,yes
bas_BLSGA,33.9,7100,60.4,168.4,1,9,4,529,18,0,4,77,3,104,female,apprenticeship,evangelical-reformed,no,yes
bas_RUGWE,39.2,6100,62.1,162,1,8,5,537,31,0,5,62,1,56,female,SEK_II,confessionless,no,yes
bas_TAAFO,18.6,6600,78,170.4,4,6,4,609,0,0,5,89,4,46,male,SEK_III,confessionless,no,yes
bas_IHILA,66.1,5500,81.9,147.5,2,7,7,356,28,0,6,70,1,3,male,apprenticeship,catholic,no,yes
bas_BXERB,48.1,6700,71.8,165.3,1,6,1,468,26,4,9,67,5,65,female,SEK_III,evangelical-reformed,no,no
bas_GEUCT,32.5,5600,57.9,170,0,9,6,447,28,0,0,92,3,43,female,SEK_II,confessionless,no,yes
bas_BCRYI,29.3,5900,59.2,166.2,2,9,4,419,26,0,0,103,4,85,female,SEK_III,catholic,no,yes
bas_CSKQY,35,9800,62.5,144.5,1,6,3,451,0,0,2,111,5,46,female,apprenticeship,catholic,no,yes
bas_OQUAG,39,6800,77.8,148.4,3,9,2,472,61,0,4,54,3,76,male,obligatory_school,confessionless,no,yes
bas_HYBOG,55.3,7e3,44.3,166.4,1,6,5,495,0,0,2,92,9,72,female,apprenticeship,catholic,no,yes
bas_CXYIS,47.2,8800,84.2,177.1,3,6,5,423,47,0,4,56,4,37,male,SEK_III,evangelical-reformed,no,no
bas_AYZSX,49.6,4900,82.8,187,2,5,6,486,40,6,4,44,4,79,male,SEK_III,evangelical-reformed,no,yes
bas_BWSJM,35.5,7100,59.7,160.8,1,9,9,458,14,0,8,81,5,61,female,SEK_II,other,no,yes
bas_VLCIU,63.1,3700,63.7,162.4,2,8,8,461,25,3,3,116,2,86,female,apprenticeship,catholic,no,yes
bas_IGBEW,32.2,6200,87.3,177,2,9,5,357,57,0,5,114,3,42,male,SEK_III,evangelical-reformed,no,yes
bas_LWYLR,43.4,7200,59.8,175.7,2,6,9,372,29,1,6,92,3,17,female,apprenticeship,catholic,no,yes
bas_CEMCJ,45.7,6100,85,175.6,2,6,4,460,51,0,4,90,4,87,male,SEK_III,muslim,no,yes
bas_PCWLZ,43.6,4800,50.7,168.8,2,5,3,450,29,4,9,102,5,82,female,SEK_II,confessionless,no,no
bas_NCQUR,22.7,7300,74.8,160.7,1,5,5,488,31,2,2,95,9,48,female,SEK_II,confessionless,no,no
bas_DAWHC,41.5,6500,92.8,186.5,4,7,4,418,45,0,5,81,2,31,male,obligatory_school,evangelical-reformed,no,yes
bas_QDOVV,44.6,5900,55.5,169.4,2,6,5,534,35,0,4,125,5,53,female,SEK_II,evangelical-reformed,no,no
bas_JGQZJ,32.3,5600,79.7,191.7,1,6,5,514,37,0,4,84,5,52,male,SEK_III,catholic,no,yes
bas_EZCWE,61.2,10200,61.1,174.4,3,8,6,395,20,0,7,65,6,84,female,SEK_III,catholic,no,no
bas_EATJI,41.2,6200,97.4,163.7,1,9,4,403,23,0,2,98,1,43,male,SEK_III,other,no,yes
bas_AOOTG,66.1,5700,62.9,175.3,1,7,3,550,47,7,1,85,6,18,female,SEK_III,confessionless,no,yes
bas_DTBNB,32.4,8400,61.7,142.2,2,7,5,400,27,0,9,61,8,51,female,SEK_III,evangelical-reformed,no,yes
bas_MCKEC,49.5,7700,50.3,174.3,1,8,6,502,27,0,3,62,9,60,female,apprenticeship,evangelical-reformed,no,no
bas_OMJOF,27.2,6100,67.5,149.1,5,6,5,385,22,5,6,98,7,47,female,apprenticeship,catholic,no,no
bas_KBKXH,63.1,8200,91.7,184,3,7,4,493,43,0,4,127,3,60,male,apprenticeship,catholic,no,no
bas_FWSJY,29.9,5400,77.7,176.2,2,5,5,412,60,4,4,57,2,54,male,SEK_III,catholic,no,yes
bas_OMRUK,30.8,5800,102.4,179.6,2,6,2,501,0,0,5,93,3,46,male,SEK_III,evangelical-reformed,no,yes
bas_FKXQM,25.9,8500,53.9,164,3,6,4,399,0,0,4,102,4,79,female,apprenticeship,muslim,no,yes
bas_CAZMN,54.1,7600,71.9,171.5,1,6,4,414,50,0,4,80,3,35,male,apprenticeship,evangelical-reformed,no,no
bas_GNHUO,69.2,7600,64.2,171.8,1,9,3,506,20,0,4,84,5,91,female,obligatory_school,catholic,no,yes
bas_WKTNB,25,7700,83.8,166.6,0,6,4,359,17,0,1,94,3,69,male,SEK_III,other,no,yes
bas_FPAYG,35.3,6700,100.2,185.4,3,7,7,484,32,0,6,81,4,41,male,apprenticeship,catholic,no,yes
bas_SFPPR,66.1,6900,76.7,166.8,2,9,2,539,11,0,5,102,7,35,female,SEK_III,evangelical-reformed,no,yes
bas_KANAT,35.4,6900,66.4,179.6,2,9,6,510,0,4,5,74,3,1,male,SEK_III,catholic,no,yes
bas_EZITX,48.7,7800,54.8,180.6,1,6,3,373,0,0,3,90,4,32,male,SEK_III,catholic,no,no
bas_YRRAV,66.9,5500,64.7,178.9,1,9,4,450,39,1,0,93,1,41,male,apprenticeship,catholic,no,yes
bas_IOVWD,30.3,7400,78.5,183.4,4,6,4,439,45,0,5,64,3,59,male,apprenticeship,catholic,no,no
bas_MDVMQ,34.4,7900,62.6,172.9,0,8,5,457,9,1,0,69,6,62,female,SEK_II,evangelical-reformed,no,no
bas_DGGBC,65.7,6900,58.5,169.8,1,8,6,346,27,0,2,84,6,94,female,apprenticeship,catholic,no,yes
bas_ZWZVV,26.4,7500,67.9,167.1,1,7,5,357,0,0,7,78,2,46,female,apprenticeship,other,no,yes
bas_BPDVB,46.2,8200,53.6,157.8,2,9,4,436,29,0,0,64,3,71,female,apprenticeship,other,no,no
bas_NOQMC,57.4,7300,87.2,174.8,1,9,5,343,39,0,2,74,4,53,male,SEK_III,confessionless,no,yes
bas_ZBJRK,66.1,6700,87.9,168.6,3,7,4,475,62,8,9,96,3,60,male,SEK_III,muslim,no,yes
bas_QXZAL,51.9,7400,84.4,193.2,1,7,6,526,44,4,2,107,2,54,male,apprenticeship,evangelical-reformed,no,no
bas_YBBTV,21.5,9300,61.5,171.7,0,10,7,440,80,7,4,72,3,69,male,apprenticeship,other,no,yes
bas_FRDOL,26.1,8600,89.1,182.6,1,7,6,350,18,3,3,93,4,60,male,obligatory_school,confessionless,no,yes
bas_TRCYA,26.3,5600,102.6,164.6,2,6,5,330,27,3,7,113,1,31,male,SEK_III,other,no,yes
bas_YISNG,47.4,6e3,54,177.8,2,6,8,498,25,0,4,77,1,51,female,SEK_III,catholic,no,yes
bas_OXZGF,74.4,8500,73,178.6,1,6,4,551,54,5,9,73,3,9,male,apprenticeship,evangelical-reformed,no,no
bas_DONTR,35.2,8e3,66.9,163,2,9,8,441,0,0,7,115,10,29,female,apprenticeship,evangelical-reformed,no,yes
bas_MNGBN,53.1,6800,70.1,163.2,1,6,3,322,16,3,4,96,4,18,female,apprenticeship,muslim,no,yes
bas_TPDYP,37.6,7900,69.2,149,2,8,5,331,41,0,5,76,3,9,female,SEK_III,confessionless,no,yes
bas_LVMEP,70.6,8700,70.4,157.7,2,9,7,426,18,0,1,116,5,49,female,SEK_III,confessionless,no,yes
bas_XIRHD,30.4,6900,66.5,162.2,1,10,4,432,40,0,0,59,8,82,female,apprenticeship,evangelical-reformed,no,yes
bas_GKANV,20.1,7400,88.1,176.4,1,8,2,362,20,0,1,109,2,89,male,apprenticeship,catholic,no,no
bas_ZDLTJ,66.1,7400,65.7,167.6,1,6,5,548,30,0,0,78,7,69,female,SEK_II,other,no,yes
bas_UXUDO,30.7,8300,99.3,200.9,2,9,3,394,29,0,7,91,3,52,male,apprenticeship,confessionless,no,no
bas_UQCNQ,95.4,8600,71.6,170.8,0,9,5,392,0,1,9,137,6,45,female,obligatory_school,catholic,no,yes
bas_UQSOC,31.9,8100,71.6,181,3,7,8,447,29,0,10,105,2,46,male,apprenticeship,catholic,no,yes
bas_FWPSD,56.1,6500,59.2,158.4,1,9,7,479,48,3,1,62,1,0,female,SEK_III,catholic,no,no
bas_YLZUQ,35.7,6700,87,180.1,2,9,6,444,53,0,4,103,3,58,male,apprenticeship,evangelical-reformed,no,yes
bas_DDBPA,25.6,7e3,71.2,160.2,1,9,4,513,32,9,3,85,7,34,female,obligatory_school,catholic,no,yes
bas_SEPPP,59.7,7600,91,174.6,5,5,6,453,71,3,3,41,0,39,male,apprenticeship,catholic,no,yes
bas_ICNIF,22.3,7100,49.5,178.4,0,9,3,561,25,5,6,84,5,75,female,obligatory_school,confessionless,no,no
bas_HVBCJ,75,6600,67.4,156.6,1,9,6,676,24,0,4,96,8,11,female,apprenticeship,catholic,no,no
bas_GHKMA,48,6900,69.3,178.8,2,9,7,294,31,0,2,68,4,71,male,SEK_III,evangelical-reformed,no,yes
bas_LIINL,19,7200,56.7,176.4,1,7,6,436,37,0,3,62,8,55,female,SEK_III,confessionless,no,no
bas_XEEYR,38.4,6400,69.7,150,3,5,8,424,34,0,9,95,3,43,female,SEK_II,evangelical-reformed,no,yes
bas_UDWNF,44.1,7500,65,154.6,2,5,7,624,29,0,5,41,3,47,female,SEK_III,other,no,no
bas_YONJT,62.6,6900,68.1,162.4,2,6,6,466,31,0,6,134,6,22,female,apprenticeship,confessionless,no,no
bas_NWEGH,38.1,5900,105.2,194.6,2,5,2,450,21,6,9,63,3,91,male,apprenticeship,confessionless,no,yes
bas_AGOLZ,51.2,6e3,73.5,192.3,1,9,2,348,21,0,5,116,5,60,female,SEK_III,catholic,no,yes
bas_ZODRL,73.2,6700,55,164.1,2,9,7,467,23,0,5,70,1,49,male,SEK_III,confessionless,no,no
bas_TPFUF,65.4,8700,59.8,176.5,3,9,4,485,56,2,5,62,3,69,male,apprenticeship,catholic,no,yes
bas_RZMOY,35.2,3800,83.5,168.6,2,7,2,461,26,2,2,104,5,51,female,SEK_II,confessionless,no,yes
bas_XCYMK,45.1,6e3,56.3,166.2,1,8,4,412,20,0,2,101,8,51,female,apprenticeship,evangelical-reformed,no,yes
bas_ROWWL,20,6800,77.9,160.9,3,7,3,456,52,5,3,72,2,15,male,apprenticeship,evangelical-reformed,no,no
bas_EQUWW,90.7,6400,84.6,157.1,4,7,5,457,69,2,6,55,3,69,male,SEK_III,confessionless,no,yes
bas_YYONH,38.6,8e3,99.9,161,1,9,5,513,18,6,3,83,2,74,male,SEK_III,other,no,yes
bas_EMEDU,54.4,7200,102.4,178.4,1,6,6,447,0,0,4,120,1,83,male,apprenticeship,confessionless,no,yes
bas_BEERI,41.1,5600,58,180.1,1,9,1,458,20,3,2,107,8,22,female,obligatory_school,catholic,no,yes
bas_JMLFA,68.1,9400,91.8,186,1,7,3,455,23,0,6,71,1,55,male,apprenticeship,catholic,no,yes
bas_AJEDS,66.1,6800,102.3,182.4,2,9,3,350,46,4,4,96,4,57,male,apprenticeship,confessionless,no,yes
bas_YZJZT,42.4,6700,54,196.2,1,9,6,503,7,0,6,113,2,67,female,SEK_III,catholic,no,no
bas_IWRJD,51.2,7300,53.5,165.4,3,8,9,428,12,3,7,86,1,56,female,obligatory_school,confessionless,no,yes
bas_ZZAIF,71.2,6300,69.6,184,3,5,4,462,24,0,2,101,1,56,male,apprenticeship,other,no,yes
bas_CAOMB,49.3,6900,59.5,164.3,2,8,6,526,32,3,1,64,7,55,female,apprenticeship,catholic,no,yes
bas_FOSZG,26.2,5500,84,171.5,0,6,6,303,0,2,2,75,2,54,male,SEK_III,catholic,no,no
bas_LXYTN,49.3,8200,73.8,186.1,3,9,5,513,29,4,3,73,4,34,male,SEK_III,evangelical-reformed,no,no
bas_CEBKY,80.4,7600,70.1,172.6,1,7,6,493,23,6,1,110,6,103,female,obligatory_school,evangelical-reformed,no,yes
bas_ZPCAH,55.8,7600,84,175.4,3,6,0,464,37,0,0,73,1,74,male,apprenticeship,evangelical-reformed,no,yes
bas_VYKRV,37.3,6400,62.9,193.2,2,6,2,479,0,3,3,86,3,83,male,SEK_III,catholic,no,no
bas_GNZMP,45.6,7300,92.1,183.7,2,9,6,412,43,7,4,73,1,65,male,SEK_II,confessionless,no,no
bas_AOCQL,48.5,5700,64.8,171.9,1,6,7,332,0,0,3,71,3,65,female,apprenticeship,catholic,no,no
bas_CEYYL,35,8100,70.8,182.5,0,9,4,517,14,0,6,131,4,20,male,apprenticeship,catholic,no,yes
bas_HPQSE,60.6,6700,79.6,170.8,3,6,6,603,38,7,3,94,4,53,male,apprenticeship,confessionless,no,yes
bas_NTZJO,36.7,5500,56.9,156.4,0,9,3,459,7,1,8,130,3,60,female,obligatory_school,muslim,no,yes
bas_XQWZB,39.4,7300,72.7,175.3,3,8,5,440,26,1,8,81,5,73,female,SEK_III,confessionless,no,no
bas_EVWCG,70.3,6600,60.4,146.1,2,9,7,454,33,0,4,120,5,58,female,SEK_III,catholic,no,no
bas_IIRIA,46,5500,61.4,168.5,2,6,7,515,29,0,4,87,7,56,female,apprenticeship,catholic,no,yes
bas_UECYN,32.4,8500,69.5,190.6,1,9,4,332,45,0,6,95,3,69,male,SEK_II,confessionless,no,yes
bas_HBHJD,64.9,7200,59.8,176.9,3,8,3,396,21,0,8,61,6,71,female,apprenticeship,catholic,no,no
bas_SETTJ,33.1,6300,59.3,160.8,3,9,3,450,24,0,6,54,2,38,female,obligatory_school,catholic,no,no
bas_IUUVM,31,8200,70,200.6,3,9,4,434,42,0,5,96,2,86,male,apprenticeship,other,no,no
bas_AMIEG,66.1,7600,81.4,171.6,1,5,7,401,0,1,7,74,1,54,male,SEK_II,catholic,no,yes
bas_HDVUQ,66.1,5600,63.5,166.4,2,9,3,471,23,0,4,82,8,86,female,SEK_III,confessionless,no,yes
bas_ZTJSL,55.5,4100,71.4,169.7,1,8,5,387,49,3,5,118,3,34,female,SEK_III,catholic,no,no
bas_OCVSC,66.1,6900,66.9,169.1,1,9,7,425,0,0,7,94,2,85,female,SEK_II,confessionless,no,yes
bas_TQRNJ,64.9,8100,71.8,160.1,1,9,7,525,40,0,3,61,5,78,female,apprenticeship,confessionless,no,yes
bas_AHKND,41.8,6e3,92.8,173.5,1,5,2,430,18,8,3,50,3,84,male,apprenticeship,catholic,no,no
bas_VTKZG,61.2,9e3,65.9,162.8,2,9,8,473,29,0,4,101,5,70,female,SEK_III,other,no,no
bas_IQRMU,33.6,6700,89.1,174.6,1,9,2,405,28,0,6,109,3,97,male,apprenticeship,confessionless,no,yes
bas_VPNWW,63.4,5300,103.4,181.5,1,9,6,338,28,3,1,71,3,50,male,apprenticeship,catholic,no,yes
bas_FPFIZ,66.1,7600,96.9,174,2,9,7,430,54,0,3,72,2,15,male,SEK_III,other,no,yes
bas_OVYOY,45.1,6400,80.8,190.5,2,7,7,445,36,8,6,89,5,41,male,apprenticeship,other,no,no
bas_BZXTI,28.1,5200,53.4,177.5,1,5,2,379,49,0,2,110,3,37,male,apprenticeship,confessionless,no,no
bas_KUOZL,61.4,7200,63.2,158,2,9,7,584,20,3,7,90,6,39,female,SEK_III,catholic,no,yes
bas_IZAVQ,42.9,6300,58,176.2,2,5,3,432,44,8,6,110,5,48,female,apprenticeship,confessionless,no,no
bas_CHKSC,81.2,6900,55.8,176.6,3,5,3,414,32,0,4,112,5,62,female,SEK_III,muslim,no,no
bas_XMJAZ,45.3,6900,79.6,180.6,2,7,4,407,15,3,8,93,1,73,male,apprenticeship,confessionless,no,yes
bas_RORCF,67.8,7e3,70.2,155.7,0,6,8,478,0,1,4,82,3,104,female,SEK_III,evangelical-reformed,no,yes
bas_EULFQ,34.2,6600,57.9,155.5,2,8,6,410,21,0,2,118,4,61,female,SEK_III,catholic,no,yes
bas_EBNLN,87,9600,102.8,191.3,1,7,5,524,46,0,2,106,1,26,male,apprenticeship,confessionless,no,no
bas_OEVEK,56.8,7300,82.1,176,1,8,3,462,33,0,4,86,5,61,male,SEK_III,confessionless,no,no
bas_WHSYZ,61,6300,97.4,195.1,0,9,4,381,18,0,1,104,4,79,male,SEK_III,confessionless,no,no
bas_CHYBY,53.4,7300,65.2,166.8,1,7,3,467,20,0,5,95,5,51,female,SEK_III,confessionless,no,yes
bas_XDBKU,82.9,8200,84.2,172.5,1,9,7,369,53,0,5,83,2,40,male,SEK_III,catholic,no,no
bas_SWCQP,72.2,5900,62.3,168.6,1,8,8,385,6,0,3,69,5,49,female,apprenticeship,other,no,yes
bas_UULEN,42.9,7100,66.8,176.8,1,9,7,387,27,0,4,105,3,69,female,obligatory_school,other,no,no
bas_OJXAK,44.2,5800,49.2,179.9,3,8,3,446,31,0,3,57,6,60,female,SEK_III,confessionless,no,yes
bas_KZLVK,20.7,7300,87.7,177.7,1,6,1,364,0,6,4,120,4,55,male,SEK_II,catholic,no,yes
bas_TOXIR,53.8,6300,101.8,196.1,1,7,5,421,39,0,2,72,4,49,male,obligatory_school,confessionless,no,yes
bas_MJXHJ,56,7300,61.4,181,0,7,4,359,26,0,2,97,2,51,female,apprenticeship,evangelical-reformed,no,yes
bas_KDOMF,62.7,8300,61.6,150.4,4,7,6,421,0,0,3,88,5,37,female,SEK_III,evangelical-reformed,no,no
bas_RFYUA,66.1,8200,69.7,158.6,1,5,4,293,20,3,2,123,3,55,female,apprenticeship,catholic,no,yes
bas_FYEZI,34.3,6400,81.5,187.2,1,9,5,438,46,0,3,72,3,76,male,SEK_II,confessionless,no,yes
bas_TUAGW,38.7,9800,64.1,155,1,5,7,495,26,8,5,88,5,57,female,apprenticeship,catholic,no,yes
bas_IKDWJ,62.2,6800,63,177.1,3,9,8,444,0,0,6,103,5,60,female,SEK_III,catholic,no,yes
bas_YKLRJ,51.2,8e3,64.8,150.4,2,9,5,379,32,0,8,101,3,64,female,apprenticeship,evangelical-reformed,no,yes
bas_DXFHQ,66.1,6e3,52.2,169.4,1,8,2,429,0,0,5,125,6,76,female,apprenticeship,confessionless,no,yes
bas_PZAVN,54.9,6900,81.3,177.1,1,9,6,402,25,0,4,67,3,58,male,apprenticeship,muslim,no,yes
bas_PLIUI,66.1,8200,86.6,179.5,0,9,4,506,35,1,9,81,4,10,male,SEK_III,confessionless,no,yes
bas_UAJNI,68.7,7200,57.5,159.5,3,9,6,463,36,0,5,77,5,84,female,SEK_III,catholic,no,yes
bas_NYEOM,57.5,6900,72.8,180.7,1,7,4,353,37,0,4,120,6,56,male,SEK_III,catholic,no,yes
bas_ZKVAY,49,6800,76.3,166.8,1,7,5,347,56,3,4,51,2,38,male,apprenticeship,catholic,no,yes
bas_WUAZS,49.6,8300,80.4,188.8,3,7,7,517,36,0,6,64,2,73,male,SEK_II,catholic,yes,yes
